image_id,article_slug,article_title,category_path,position,local_path,status,bytes,src,inline_base64,alt,article_url
how-do-i-add-payment-to-a-reservation__img01,how-do-i-add-payment-to-a-reservation,Adding a Guest's Credit Card Information to a Reservation,in-service-troubleshooting/cancellation-policy-and-payments,1,images/in-service-troubleshooting/cancellation-policy-and-payments/how-do-i-add-payment-to-a-reservation/how-do-i-add-payment-to-a-reservation__img01.png,ok,248766,,yes,,https://helpdesk.resy.com/en_us/how-do-i-add-payment-to-a-reservation-H1GXfv78u
how-do-i-add-payment-to-a-reservation__img02,how-do-i-add-payment-to-a-reservation,Adding a Guest's Credit Card Information to a Reservation,in-service-troubleshooting/cancellation-policy-and-payments,2,images/in-service-troubleshooting/cancellation-policy-and-payments/how-do-i-add-payment-to-a-reservation/how-do-i-add-payment-to-a-reservation__img02.png,ok,182565,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/ff4a003995316a3f790dad4175a9f404.PNG,no,,https://helpdesk.resy.com/en_us/how-do-i-add-payment-to-a-reservation-H1GXfv78u
how-do-i-add-payment-to-a-reservation__img03,how-do-i-add-payment-to-a-reservation,Adding a Guest's Credit Card Information to a Reservation,in-service-troubleshooting/cancellation-policy-and-payments,3,images/in-service-troubleshooting/cancellation-policy-and-payments/how-do-i-add-payment-to-a-reservation/how-do-i-add-payment-to-a-reservation__img03.png,ok,180474,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/2aac7fe661c18de3dad2e1f1a68d88d1.PNG,no,,https://helpdesk.resy.com/en_us/how-do-i-add-payment-to-a-reservation-H1GXfv78u
how-to-activate-floor-plan-and-edit-table-availability-in-dashboard-for-a-shift__img01,how-to-activate-floor-plan-and-edit-table-availability-in-dashboard-for-a-shift,Activating a New Floor Plan,getting-started-settings/single-day-edits,1,images/getting-started-settings/single-day-edits/how-to-activate-floor-plan-and-edit-table-availability-in-dashboard-for-a-shift/how-to-activate-floor-plan-and-edit-table-availability-in-dashboard-for-a-shift__img01.png,ok,63560,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/6bee92560b0c0e425d1f8ed61c1fa3e4.png,no,,https://helpdesk.resy.com/en_us/how-to-activate-floor-plan-and-edit-table-availability-in-dashboard-for-a-shift-BJEnbPXUd
how-to-activate-floor-plan-and-edit-table-availability-in-dashboard-for-a-shift__img02,how-to-activate-floor-plan-and-edit-table-availability-in-dashboard-for-a-shift,Activating a New Floor Plan,getting-started-settings/single-day-edits,2,images/getting-started-settings/single-day-edits/how-to-activate-floor-plan-and-edit-table-availability-in-dashboard-for-a-shift/how-to-activate-floor-plan-and-edit-table-availability-in-dashboard-for-a-shift__img02.png,ok,175512,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/693f486d29eb5d5880d6a007801aaa86.png,no,,https://helpdesk.resy.com/en_us/how-to-activate-floor-plan-and-edit-table-availability-in-dashboard-for-a-shift-BJEnbPXUd
how-to-activate-floor-plan-and-edit-table-availability-in-dashboard-for-a-shift__img03,how-to-activate-floor-plan-and-edit-table-availability-in-dashboard-for-a-shift,Activating a New Floor Plan,getting-started-settings/single-day-edits,3,images/getting-started-settings/single-day-edits/how-to-activate-floor-plan-and-edit-table-availability-in-dashboard-for-a-shift/how-to-activate-floor-plan-and-edit-table-availability-in-dashboard-for-a-shift__img03.png,ok,124044,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/9bc34489dfe9354eb4d181214b6d2630.png,no,,https://helpdesk.resy.com/en_us/how-to-activate-floor-plan-and-edit-table-availability-in-dashboard-for-a-shift-BJEnbPXUd
how-to-add-a-guest-profile-to-a-seated-walk-in__img01,how-to-add-a-guest-profile-to-a-seated-walk-in,How do I add a guest's profile information after seating a Walk-in?,in-service-troubleshooting/guest-profile,1,images/in-service-troubleshooting/guest-profile/how-to-add-a-guest-profile-to-a-seated-walk-in/how-to-add-a-guest-profile-to-a-seated-walk-in__img01.gif,ok,6386736,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/05592f7a583edc3d3444593cd2377735.gif,no,,https://helpdesk.resy.com/en_us/how-to-add-a-guest-profile-to-a-seated-walk-in-rJRefDX8_
how-to-activate-floor-plan-and-edit-table-availability-for-a-single-day__img01,how-to-activate-floor-plan-and-edit-table-availability-for-a-single-day,Single Day Edits to Floor Plan and Availability,getting-started-settings/single-day-edits,1,images/getting-started-settings/single-day-edits/how-to-activate-floor-plan-and-edit-table-availability-for-a-single-day/how-to-activate-floor-plan-and-edit-table-availability-for-a-single-day__img01.png,ok,52276,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/e5160efa466439c02ac284ff5e49e56d.png,no,,https://helpdesk.resy.com/en_us/how-to-activate-floor-plan-and-edit-table-availability-for-a-single-day-H1Q3Wv7IO
how-to-activate-floor-plan-and-edit-table-availability-for-a-single-day__img02,how-to-activate-floor-plan-and-edit-table-availability-for-a-single-day,Single Day Edits to Floor Plan and Availability,getting-started-settings/single-day-edits,2,images/getting-started-settings/single-day-edits/how-to-activate-floor-plan-and-edit-table-availability-for-a-single-day/how-to-activate-floor-plan-and-edit-table-availability-for-a-single-day__img02.png,ok,71675,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/cc022004adc63b53ab1abf27c42a45a4.png,no,,https://helpdesk.resy.com/en_us/how-to-activate-floor-plan-and-edit-table-availability-for-a-single-day-H1Q3Wv7IO
how-to-activate-floor-plan-and-edit-table-availability-for-a-single-day__img03,how-to-activate-floor-plan-and-edit-table-availability-for-a-single-day,Single Day Edits to Floor Plan and Availability,getting-started-settings/single-day-edits,3,images/getting-started-settings/single-day-edits/how-to-activate-floor-plan-and-edit-table-availability-for-a-single-day/how-to-activate-floor-plan-and-edit-table-availability-for-a-single-day__img03.png,ok,54862,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/7dd26687f79606b5a6a7a35e4d1f7e2e.png,no,,https://helpdesk.resy.com/en_us/how-to-activate-floor-plan-and-edit-table-availability-for-a-single-day-H1Q3Wv7IO
how-to-add-a-guest__img01,how-to-add-a-guest,How to Add a New Guest in Resy OS,general,1,images/general/how-to-add-a-guest/how-to-add-a-guest__img01.gif,ok,6813368,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/feeb368db26f8a00c791bb5d35782c3a.gif,no,,https://helpdesk.resy.com/en_us/how-to-add-a-guest-ry4nsm3q
how-to-add-guest-and-visit-tags-to-a-reservation-in-resy-os__img01,how-to-add-guest-and-visit-tags-to-a-reservation-in-resy-os,Create and Add Guest and Visit Tags to a Reservation,getting-started-settings/ipad-settings,1,images/getting-started-settings/ipad-settings/how-to-add-guest-and-visit-tags-to-a-reservation-in-resy-os/how-to-add-guest-and-visit-tags-to-a-reservation-in-resy-os__img01.png,ok,209287,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/d1ef3eb02f62c7c464599fce590f00ec.png,no,,https://helpdesk.resy.com/en_us/how-to-add-guest-and-visit-tags-to-a-reservation-in-resy-os-r14ZzPXL_
how-to-add-guest-and-visit-tags-to-a-reservation-in-resy-os__img02,how-to-add-guest-and-visit-tags-to-a-reservation-in-resy-os,Create and Add Guest and Visit Tags to a Reservation,getting-started-settings/ipad-settings,2,images/getting-started-settings/ipad-settings/how-to-add-guest-and-visit-tags-to-a-reservation-in-resy-os/how-to-add-guest-and-visit-tags-to-a-reservation-in-resy-os__img02.png,ok,15310,,yes,,https://helpdesk.resy.com/en_us/how-to-add-guest-and-visit-tags-to-a-reservation-in-resy-os-r14ZzPXL_
how-to-add-guest-and-visit-tags-to-a-reservation-in-resy-os__img03,how-to-add-guest-and-visit-tags-to-a-reservation-in-resy-os,Create and Add Guest and Visit Tags to a Reservation,getting-started-settings/ipad-settings,3,images/getting-started-settings/ipad-settings/how-to-add-guest-and-visit-tags-to-a-reservation-in-resy-os/how-to-add-guest-and-visit-tags-to-a-reservation-in-resy-os__img03.gif,ok,3359232,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/8803b2f7ec3a3fac4aeae705e4b93874.gif,no,,https://helpdesk.resy.com/en_us/how-to-add-guest-and-visit-tags-to-a-reservation-in-resy-os-r14ZzPXL_
how-to-add-guest-and-visit-tags-to-a-reservation-in-resy-os__img04,how-to-add-guest-and-visit-tags-to-a-reservation-in-resy-os,Create and Add Guest and Visit Tags to a Reservation,getting-started-settings/ipad-settings,4,images/getting-started-settings/ipad-settings/how-to-add-guest-and-visit-tags-to-a-reservation-in-resy-os/how-to-add-guest-and-visit-tags-to-a-reservation-in-resy-os__img04.gif,ok,6855381,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/832a042f786333f28ba1b8e9f2d9c86e.gif,no,,https://helpdesk.resy.com/en_us/how-to-add-guest-and-visit-tags-to-a-reservation-in-resy-os-r14ZzPXL_
how-to-add-guest-and-visit-tags-to-a-reservation-in-resy-os__img05,how-to-add-guest-and-visit-tags-to-a-reservation-in-resy-os,Create and Add Guest and Visit Tags to a Reservation,getting-started-settings/ipad-settings,5,images/getting-started-settings/ipad-settings/how-to-add-guest-and-visit-tags-to-a-reservation-in-resy-os/how-to-add-guest-and-visit-tags-to-a-reservation-in-resy-os__img05.gif,ok,3730826,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/a9909c56c1e12442c4b493dff34feaaf.gif,no,,https://helpdesk.resy.com/en_us/how-to-add-guest-and-visit-tags-to-a-reservation-in-resy-os-r14ZzPXL_
how-to-add-guest-and-visit-tags-to-a-reservation-in-resy-os__img06,how-to-add-guest-and-visit-tags-to-a-reservation-in-resy-os,Create and Add Guest and Visit Tags to a Reservation,getting-started-settings/ipad-settings,6,images/getting-started-settings/ipad-settings/how-to-add-guest-and-visit-tags-to-a-reservation-in-resy-os/how-to-add-guest-and-visit-tags-to-a-reservation-in-resy-os__img06.jpg,ok,136882,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/48c3a84808d1f16602ef04d4db4e9ce0.jpeg,no,,https://helpdesk.resy.com/en_us/how-to-add-guest-and-visit-tags-to-a-reservation-in-resy-os-r14ZzPXL_
how-to-add-guest-and-visit-tags-to-a-reservation-in-resy-os__img07,how-to-add-guest-and-visit-tags-to-a-reservation-in-resy-os,Create and Add Guest and Visit Tags to a Reservation,getting-started-settings/ipad-settings,7,images/getting-started-settings/ipad-settings/how-to-add-guest-and-visit-tags-to-a-reservation-in-resy-os/how-to-add-guest-and-visit-tags-to-a-reservation-in-resy-os__img07.png,ok,197976,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/73a63545bd70e40351540802ea8cab3c.png,no,,https://helpdesk.resy.com/en_us/how-to-add-guest-and-visit-tags-to-a-reservation-in-resy-os-r14ZzPXL_
how-to-add-guest-and-visit-tags-to-a-reservation-in-resy-os__img08,how-to-add-guest-and-visit-tags-to-a-reservation-in-resy-os,Create and Add Guest and Visit Tags to a Reservation,getting-started-settings/ipad-settings,8,images/getting-started-settings/ipad-settings/how-to-add-guest-and-visit-tags-to-a-reservation-in-resy-os/how-to-add-guest-and-visit-tags-to-a-reservation-in-resy-os__img08.png,ok,310428,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/0757ce1206b8193bbb86f407f1e8018d.png,no,,https://helpdesk.resy.com/en_us/how-to-add-guest-and-visit-tags-to-a-reservation-in-resy-os-r14ZzPXL_
how-to-add-cancellation-policy-to-a-reservation__img01,how-to-add-cancellation-policy-to-a-reservation,Cancellation Policy,getting-started-settings/reservation-settings,1,images/getting-started-settings/reservation-settings/how-to-add-cancellation-policy-to-a-reservation/how-to-add-cancellation-policy-to-a-reservation__img01.png,ok,188902,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/cd016ebaeb0ad2959b21106bc1da9009.png,no,,https://helpdesk.resy.com/en_us/how-to-add-cancellation-policy-to-a-reservation-BkF2ZDQIu
how-to-add-cancellation-policy-to-a-reservation__img02,how-to-add-cancellation-policy-to-a-reservation,Cancellation Policy,getting-started-settings/reservation-settings,2,images/getting-started-settings/reservation-settings/how-to-add-cancellation-policy-to-a-reservation/how-to-add-cancellation-policy-to-a-reservation__img02.png,ok,146648,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/f5df92dd2655b64a951defb3533a7e2a.png,no,,https://helpdesk.resy.com/en_us/how-to-add-cancellation-policy-to-a-reservation-BkF2ZDQIu
how-to-add-cancellation-policy-to-a-reservation__img03,how-to-add-cancellation-policy-to-a-reservation,Cancellation Policy,getting-started-settings/reservation-settings,3,images/getting-started-settings/reservation-settings/how-to-add-cancellation-policy-to-a-reservation/how-to-add-cancellation-policy-to-a-reservation__img03.png,ok,154553,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/56e1615c32bfbd7c3145d5f05223711a.png,no,,https://helpdesk.resy.com/en_us/how-to-add-cancellation-policy-to-a-reservation-BkF2ZDQIu
how-to-add-cancellation-policy-to-a-reservation__img04,how-to-add-cancellation-policy-to-a-reservation,Cancellation Policy,getting-started-settings/reservation-settings,4,images/getting-started-settings/reservation-settings/how-to-add-cancellation-policy-to-a-reservation/how-to-add-cancellation-policy-to-a-reservation__img04.png,ok,153748,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/5d80fa446f22ba19ebd443b86af72286.png,no,,https://helpdesk.resy.com/en_us/how-to-add-cancellation-policy-to-a-reservation-BkF2ZDQIu
how-to-adjust-your-base-shift-when-hosting-an-event__img01,how-to-adjust-your-base-shift-when-hosting-an-event,How do I adjust my normal shift when I'm hosting an event that changes availability?,events-virtual-experiences,1,images/events-virtual-experiences/how-to-adjust-your-base-shift-when-hosting-an-event/how-to-adjust-your-base-shift-when-hosting-an-event__img01.png,ok,108709,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/815bda39b614773464e76e1cf474af86.png,no,,https://helpdesk.resy.com/en_us/how-to-adjust-your-base-shift-when-hosting-an-event-rySYbv7Ld
how-to-adjust-your-base-shift-when-hosting-an-event__img02,how-to-adjust-your-base-shift-when-hosting-an-event,How do I adjust my normal shift when I'm hosting an event that changes availability?,events-virtual-experiences,2,images/events-virtual-experiences/how-to-adjust-your-base-shift-when-hosting-an-event/how-to-adjust-your-base-shift-when-hosting-an-event__img02.png,ok,89790,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/e2c7ff7e86f60756f84538adacb971ed.png,no,,https://helpdesk.resy.com/en_us/how-to-adjust-your-base-shift-when-hosting-an-event-rySYbv7Ld
how-to-adjust-your-base-shift-when-hosting-an-event__img03,how-to-adjust-your-base-shift-when-hosting-an-event,How do I adjust my normal shift when I'm hosting an event that changes availability?,events-virtual-experiences,3,images/events-virtual-experiences/how-to-adjust-your-base-shift-when-hosting-an-event/how-to-adjust-your-base-shift-when-hosting-an-event__img03.png,ok,59518,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/54e330cc13efb0333cdd290f95c6d707.png,no,,https://helpdesk.resy.com/en_us/how-to-adjust-your-base-shift-when-hosting-an-event-rySYbv7Ld
how-to-adjust-your-base-shift-when-hosting-an-event__img04,how-to-adjust-your-base-shift-when-hosting-an-event,How do I adjust my normal shift when I'm hosting an event that changes availability?,events-virtual-experiences,4,images/events-virtual-experiences/how-to-adjust-your-base-shift-when-hosting-an-event/how-to-adjust-your-base-shift-when-hosting-an-event__img04.png,ok,80845,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/e044911bfe25ef93ebf6b49419dae261.png,no,,https://helpdesk.resy.com/en_us/how-to-adjust-your-base-shift-when-hosting-an-event-rySYbv7Ld
how-to-adjust-your-base-shift-when-hosting-an-event__img05,how-to-adjust-your-base-shift-when-hosting-an-event,How do I adjust my normal shift when I'm hosting an event that changes availability?,events-virtual-experiences,5,images/events-virtual-experiences/how-to-adjust-your-base-shift-when-hosting-an-event/how-to-adjust-your-base-shift-when-hosting-an-event__img05.png,ok,118781,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/071443257e487788af920520eaafb9aa.png,no,,https://helpdesk.resy.com/en_us/how-to-adjust-your-base-shift-when-hosting-an-event-rySYbv7Ld
how-to-block-a-table-for-a-shift-in-resyos__img01,how-to-block-a-table-for-a-shift-in-resyos,Block and Unblock a Table in Resy OS,in-service-troubleshooting/availability,1,images/in-service-troubleshooting/availability/how-to-block-a-table-for-a-shift-in-resyos/how-to-block-a-table-for-a-shift-in-resyos__img01.gif,ok,2592856,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/eeead1592ce374181477596e5c6b66e9.gif,no,,https://helpdesk.resy.com/en_us/how-to-block-a-table-for-a-shift-in-resyos-HJQxMw78u
how-to-block-a-table-for-a-shift-in-resyos__img02,how-to-block-a-table-for-a-shift-in-resyos,Block and Unblock a Table in Resy OS,in-service-troubleshooting/availability,2,images/in-service-troubleshooting/availability/how-to-block-a-table-for-a-shift-in-resyos/how-to-block-a-table-for-a-shift-in-resyos__img02.gif,ok,2265979,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/4e51cdf9f3041fd8ed294be2810d572f.gif,no,,https://helpdesk.resy.com/en_us/how-to-block-a-table-for-a-shift-in-resyos-HJQxMw78u
how-to-block-a-table-for-a-shift-in-resyos__img03,how-to-block-a-table-for-a-shift-in-resyos,Block and Unblock a Table in Resy OS,in-service-troubleshooting/availability,3,images/in-service-troubleshooting/availability/how-to-block-a-table-for-a-shift-in-resyos/how-to-block-a-table-for-a-shift-in-resyos__img03.gif,ok,833539,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/4fec4a48df9ba69e3f2fb84c4723d944.gif,no,,https://helpdesk.resy.com/en_us/how-to-block-a-table-for-a-shift-in-resyos-HJQxMw78u
how-to-block-a-table-for-a-shift-in-resyos__img04,how-to-block-a-table-for-a-shift-in-resyos,Block and Unblock a Table in Resy OS,in-service-troubleshooting/availability,4,images/in-service-troubleshooting/availability/how-to-block-a-table-for-a-shift-in-resyos/how-to-block-a-table-for-a-shift-in-resyos__img04.gif,ok,4721756,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/98d2ddc51f54a6d39c1096a4f65393fe.gif,no,,https://helpdesk.resy.com/en_us/how-to-block-a-table-for-a-shift-in-resyos-HJQxMw78u
how-to-block-a-table-for-a-shift-in-resyos__img05,how-to-block-a-table-for-a-shift-in-resyos,Block and Unblock a Table in Resy OS,in-service-troubleshooting/availability,5,images/in-service-troubleshooting/availability/how-to-block-a-table-for-a-shift-in-resyos/how-to-block-a-table-for-a-shift-in-resyos__img05.gif,ok,3898733,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/5f066f0836935c867a00337cd7e4c79c.gif,no,,https://helpdesk.resy.com/en_us/how-to-block-a-table-for-a-shift-in-resyos-HJQxMw78u
how-to-block-a-table-for-a-shift-in-resyos__img06,how-to-block-a-table-for-a-shift-in-resyos,Block and Unblock a Table in Resy OS,in-service-troubleshooting/availability,6,images/in-service-troubleshooting/availability/how-to-block-a-table-for-a-shift-in-resyos/how-to-block-a-table-for-a-shift-in-resyos__img06.gif,ok,2389504,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/ca5a1388b824f7432f48a513ebaf2e70.gif,no,,https://helpdesk.resy.com/en_us/how-to-block-a-table-for-a-shift-in-resyos-HJQxMw78u
how-to-add-visit-notes-and-guest-notes-in-resyos__img01,how-to-add-visit-notes-and-guest-notes-in-resyos,Add Guest and Visit Notes in Resy OS,in-service-troubleshooting/guest-profile,1,images/in-service-troubleshooting/guest-profile/how-to-add-visit-notes-and-guest-notes-in-resyos/how-to-add-visit-notes-and-guest-notes-in-resyos__img01.gif,ok,7060615,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/69b5c6f970a25c9e748cb0290729b49c.gif,no,,https://helpdesk.resy.com/en_us/how-to-add-visit-notes-and-guest-notes-in-resyos-BkmZfvmI_
how-to-add-visit-notes-and-guest-notes-in-resyos__img02,how-to-add-visit-notes-and-guest-notes-in-resyos,Add Guest and Visit Notes in Resy OS,in-service-troubleshooting/guest-profile,2,images/in-service-troubleshooting/guest-profile/how-to-add-visit-notes-and-guest-notes-in-resyos/how-to-add-visit-notes-and-guest-notes-in-resyos__img02.gif,ok,6154236,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/482173395cb68615495d5b4229431bb3.gif,no,,https://helpdesk.resy.com/en_us/how-to-add-visit-notes-and-guest-notes-in-resyos-BkmZfvmI_
how-to-add-visit-notes-and-guest-notes-in-resyos__img03,how-to-add-visit-notes-and-guest-notes-in-resyos,Add Guest and Visit Notes in Resy OS,in-service-troubleshooting/guest-profile,3,images/in-service-troubleshooting/guest-profile/how-to-add-visit-notes-and-guest-notes-in-resyos/how-to-add-visit-notes-and-guest-notes-in-resyos__img03.png,ok,255035,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/4b47f31ea95ebb316609e63a8ca8956b.png,no,,https://helpdesk.resy.com/en_us/how-to-add-visit-notes-and-guest-notes-in-resyos-BkmZfvmI_
how-to-add-visit-notes-and-guest-notes-in-resyos__img04,how-to-add-visit-notes-and-guest-notes-in-resyos,Add Guest and Visit Notes in Resy OS,in-service-troubleshooting/guest-profile,4,images/in-service-troubleshooting/guest-profile/how-to-add-visit-notes-and-guest-notes-in-resyos/how-to-add-visit-notes-and-guest-notes-in-resyos__img04.png,ok,187441,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/9587c311950bc4c9aca0041453a9538e.png,no,,https://helpdesk.resy.com/en_us/how-to-add-visit-notes-and-guest-notes-in-resyos-BkmZfvmI_
how-to-add-visit-notes-and-guest-notes-in-resyos__img05,how-to-add-visit-notes-and-guest-notes-in-resyos,Add Guest and Visit Notes in Resy OS,in-service-troubleshooting/guest-profile,5,images/in-service-troubleshooting/guest-profile/how-to-add-visit-notes-and-guest-notes-in-resyos/how-to-add-visit-notes-and-guest-notes-in-resyos__img05.png,ok,136332,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/7f5242ee7213070befc0c434c4b57cea.png,no,,https://helpdesk.resy.com/en_us/how-to-add-visit-notes-and-guest-notes-in-resyos-BkmZfvmI_
how-to-add-visit-notes-and-guest-notes-in-resyos__img06,how-to-add-visit-notes-and-guest-notes-in-resyos,Add Guest and Visit Notes in Resy OS,in-service-troubleshooting/guest-profile,6,images/in-service-troubleshooting/guest-profile/how-to-add-visit-notes-and-guest-notes-in-resyos/how-to-add-visit-notes-and-guest-notes-in-resyos__img06.png,ok,245601,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/70cd6f01a15f5ab0f3881096326f7454.png,no,,https://helpdesk.resy.com/en_us/how-to-add-visit-notes-and-guest-notes-in-resyos-BkmZfvmI_
how-to-book-a-reservation-in-resyos-app__img01,how-to-book-a-reservation-in-resyos-app,Book a Reservation on the Resy OS App,in-service-troubleshooting/reservations-walk-ins,1,images/in-service-troubleshooting/reservations-walk-ins/how-to-book-a-reservation-in-resyos-app/how-to-book-a-reservation-in-resyos-app__img01.png,ok,193460,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/345b34aba7eba7548d210728f49bc478.png,no,,https://helpdesk.resy.com/en_us/how-to-book-a-reservation-in-resyos-app-rJxfGvXIu
how-to-book-a-reservation-in-resyos-app__img02,how-to-book-a-reservation-in-resyos-app,Book a Reservation on the Resy OS App,in-service-troubleshooting/reservations-walk-ins,2,images/in-service-troubleshooting/reservations-walk-ins/how-to-book-a-reservation-in-resyos-app/how-to-book-a-reservation-in-resyos-app__img02.png,ok,273286,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/cf38af814d0821efd15b40a66939f6d8.png,no,,https://helpdesk.resy.com/en_us/how-to-book-a-reservation-in-resyos-app-rJxfGvXIu
how-to-book-a-reservation-in-resyos-app__img03,how-to-book-a-reservation-in-resyos-app,Book a Reservation on the Resy OS App,in-service-troubleshooting/reservations-walk-ins,3,images/in-service-troubleshooting/reservations-walk-ins/how-to-book-a-reservation-in-resyos-app/how-to-book-a-reservation-in-resyos-app__img03.png,ok,263852,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/a31e204cd661babcc114ce309f3cddf2.png,no,,https://helpdesk.resy.com/en_us/how-to-book-a-reservation-in-resyos-app-rJxfGvXIu
how-to-book-a-reservation-in-resyos-app__img04,how-to-book-a-reservation-in-resyos-app,Book a Reservation on the Resy OS App,in-service-troubleshooting/reservations-walk-ins,4,images/in-service-troubleshooting/reservations-walk-ins/how-to-book-a-reservation-in-resyos-app/how-to-book-a-reservation-in-resyos-app__img04.gif,ok,1884982,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/e66227b96b2402db4fef0a9ddab23c72.gif,no,,https://helpdesk.resy.com/en_us/how-to-book-a-reservation-in-resyos-app-rJxfGvXIu
how-to-book-a-reservation-in-resyos-app__img05,how-to-book-a-reservation-in-resyos-app,Book a Reservation on the Resy OS App,in-service-troubleshooting/reservations-walk-ins,5,images/in-service-troubleshooting/reservations-walk-ins/how-to-book-a-reservation-in-resyos-app/how-to-book-a-reservation-in-resyos-app__img05.png,ok,171240,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/b80d7cf8a3be81638c6847c5774be4cc.png,no,,https://helpdesk.resy.com/en_us/how-to-book-a-reservation-in-resyos-app-rJxfGvXIu
how-to-book-a-reservation-in-resyos-app__img06,how-to-book-a-reservation-in-resyos-app,Book a Reservation on the Resy OS App,in-service-troubleshooting/reservations-walk-ins,6,images/in-service-troubleshooting/reservations-walk-ins/how-to-book-a-reservation-in-resyos-app/how-to-book-a-reservation-in-resyos-app__img06.png,ok,292409,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/d850d1f95fbb9a771bb26ed1879f9d88.png,no,,https://helpdesk.resy.com/en_us/how-to-book-a-reservation-in-resyos-app-rJxfGvXIu
how-to-adjust-your-booking-window__img01,how-to-adjust-your-booking-window,Booking Window,reopening-on-resy/update-your-books,1,images/reopening-on-resy/update-your-books/how-to-adjust-your-booking-window/how-to-adjust-your-booking-window__img01.png,ok,106029,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/03c9d1c5693bb92cc6bdc27cc8ee4e70.png,no,,https://helpdesk.resy.com/en_us/how-to-adjust-your-booking-window-HJpDP7U_
how-to-book-without-a-guest's-phone-number-in-resyos-app__img01,how-to-book-without-a-guest's-phone-number-in-resyos-app,Booking without Phone Number (Book on Behalf Of),in-service-troubleshooting/guest-profile,1,images/in-service-troubleshooting/guest-profile/how-to-book-without-a-guest's-phone-number-in-resyos-app/how-to-book-without-a-guest's-phone-number-in-resyos-app__img01.gif,ok,6220471,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/b6605f28e09e552e47e4227e12569455.gif,no,,https://helpdesk.resy.com/en_us/how-to-book-without-a-guest's-phone-number-in-resyos-app-Bk8fDXL_
how-to-book-without-a-guest's-phone-number-in-resyos-app__img02,how-to-book-without-a-guest's-phone-number-in-resyos-app,Booking without Phone Number (Book on Behalf Of),in-service-troubleshooting/guest-profile,2,images/in-service-troubleshooting/guest-profile/how-to-book-without-a-guest's-phone-number-in-resyos-app/how-to-book-without-a-guest's-phone-number-in-resyos-app__img02.gif,ok,8195287,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/e071c041eb4882df9d0775748733c601.gif,no,,https://helpdesk.resy.com/en_us/how-to-book-without-a-guest's-phone-number-in-resyos-app-Bk8fDXL_
